COMP2211,129,"{'SWEN': 63, 'COMP': 66, 'INFO': 0}"
COMP3802,12,"{'SWEN': 3, 'COMP': 2, 'INFO': 7}"
ELET2430,46,"{'SWEN': 11, 'COMP': 7, 'INFO': 28}"
MATH2421,21,"{'SWEN': 3, 'COMP': 7, 'INFO': 11}"
PHYS2300,44,"{'SWEN': 11, 'COMP': 10, 'INFO': 23}"
COMP3801,21,"{'SWEN': 5, 'COMP': 6, 'INFO': 10}"
BIOC3013,22,"{'SWEN': 4, 'COMP': 5, 'INFO': 13}"
MATH3405,12,"{'SWEN': 5, 'COMP': 2, 'INFO': 5}"
ELET3405,11,"{'SWEN': 3, 'COMP': 1, 'INFO': 7}"
COMP3802,13,"{'SWEN': 5, 'COMP': 4, 'INFO': 4}"
CHEM2211,32,"{'SWEN': 9, 'COMP': 9, 'INFO': 14}"
MATH3401,14,"{'SWEN': 4, 'COMP': 6, 'INFO': 4}"
BIOC1020,28,"{'SWEN': 7, 'COMP': 5, 'INFO': 16}"
GEOG2231,38,"{'SWEN': 10, 'COMP': 8, 'INFO': 20}"
CHEM1901,32,"{'SWEN': 11, 'COMP': 9, 'INFO': 12}"
GEOG1131,29,"{'SWEN': 5, 'COMP': 10, 'INFO': 14}"
GEOG1131,30,"{'SWEN': 8, 'COMP': 6, 'INFO': 16}"
GEOL1101,29,"{'SWEN': 8, 'COMP': 3, 'INFO': 18}"
CHEM2010,20,"{'SWEN': 3, 'COMP': 4, 'INFO': 13}"
GEOG2131,20,"{'SWEN': 4, 'COMP': 6, 'INFO': 10}"
MATH2401,27,"{'SWEN': 6, 'COMP': 3, 'INFO': 18}"
MATH2404,20,"{'SWEN': 9, 'COMP': 5, 'INFO': 6}"
PHYS1412,23,"{'SWEN': 5, 'COMP': 6, 'INFO': 12}"
MICR1010,29,"{'SWEN': 10, 'COMP': 9, 'INFO': 10}"
BIOC1021,30,"{'SWEN': 7, 'COMP': 8, 'INFO': 15}"
MICR1010,37,"{'SWEN': 16, 'COMP': 2, 'INFO': 19}"
PHYS2351,13,"{'SWEN': 4, 'COMP': 1, 'INFO': 8}"
GEOG2131,30,"{'SWEN': 8, 'COMP': 4, 'INFO': 18}"
PHYS2351,34,"{'SWEN': 11, 'COMP': 5, 'INFO': 18}"
CHEM2402,16,"{'SWEN': 5, 'COMP': 4, 'INFO': 7}"
CHEM2402,38,"{'SWEN': 15, 'COMP': 5, 'INFO': 18}"
CHEM2210,27,"{'SWEN': 2, 'COMP': 9, 'INFO': 16}"
MATH1141,35,"{'SWEN': 9, 'COMP': 9, 'INFO': 17}"
PHYS2300,21,"{'SWEN': 5, 'COMP': 7, 'INFO': 9}"
GEOG2231,15,"{'SWEN': 3, 'COMP': 5, 'INFO': 7}"
MICR1011,30,"{'SWEN': 8, 'COMP': 8, 'INFO': 14}"
GEOG2233,19,"{'SWEN': 7, 'COMP': 1, 'INFO': 11}"
COMP3652,9,"{'SWEN': 3, 'COMP': 2, 'INFO': 4}"
MATH3155,20,"{'SWEN': 8, 'COMP': 5, 'INFO': 7}"
ELET2430,44,"{'SWEN': 8, 'COMP': 10, 'INFO': 26}"
MICR1011,30,"{'SWEN': 10, 'COMP': 10, 'INFO': 10}"
PHYS2386,21,"{'SWEN': 5, 'COMP': 3, 'INFO': 13}"
MATH1142,27,"{'SWEN': 5, 'COMP': 6, 'INFO': 16}"
GEOG1231,35,"{'SWEN': 11, 'COMP': 8, 'INFO': 16}"
GEOG2331,42,"{'SWEN': 11, 'COMP': 9, 'INFO': 22}"
GEOL2202,35,"{'SWEN': 12, 'COMP': 9, 'INFO': 14}"
CHEM2211,16,"{'SWEN': 3, 'COMP': 2, 'INFO': 11}"
COMP3912,13,"{'SWEN': 3, 'COMP': 4, 'INFO': 6}"
MATH2404,24,"{'SWEN': 7, 'COMP': 5, 'INFO': 12}"
PHYS1412,26,"{'SWEN': 5, 'COMP': 8, 'INFO': 13}"
PHYS1411,29,"{'SWEN': 8, 'COMP': 5, 'INFO': 16}"
BIOC1021,28,"{'SWEN': 6, 'COMP': 7, 'INFO': 15}"
PHYS2386,26,"{'SWEN': 8, 'COMP': 5, 'INFO': 13}"
GEOG2331,29,"{'SWEN': 3, 'COMP': 9, 'INFO': 17}"
BIOC2014,24,"{'SWEN': 4, 'COMP': 5, 'INFO': 15}"
COMP3191,20,"{'SWEN': 10, 'COMP': 2, 'INFO': 8}"
GEOL3002,14,"{'SWEN': 4, 'COMP': 6, 'INFO': 4}"
MATH1142,34,"{'SWEN': 10, 'COMP': 8, 'INFO': 16}"
MATH3155,13,"{'SWEN': 3, 'COMP': 4, 'INFO': 6}"
ELET2405,29,"{'SWEN': 8, 'COMP': 6, 'INFO': 15}"
BIOC1020,20,"{'SWEN': 4, 'COMP': 5, 'INFO': 11}"
MATH2421,20,"{'SWEN': 5, 'COMP': 4, 'INFO': 11}"
GEOL1101,23,"{'SWEN': 7, 'COMP': 1, 'INFO': 15}"
CHEM1901,22,"{'SWEN': 4, 'COMP': 9, 'INFO': 9}"
ELET3430,16,"{'SWEN': 2, 'COMP': 5, 'INFO': 9}"
GEOG3131,13,"{'SWEN': 7, 'COMP': 2, 'INFO': 4}"
ELET3430,11,"{'SWEN': 5, 'COMP': 1, 'INFO': 5}"
ELET3211,26,"{'SWEN': 8, 'COMP': 6, 'INFO': 12}"
BIOC2014,14,"{'SWEN': 4, 'COMP': 2, 'INFO': 8}"
CHEM3110,16,"{'SWEN': 6, 'COMP': 1, 'INFO': 9}"
MATH3405,14,"{'SWEN': 3, 'COMP': 2, 'INFO': 9}"
GEOG3131,14,"{'SWEN': 1, 'COMP': 5, 'INFO': 8}"
CHEM2310,19,"{'SWEN': 5, 'COMP': 6, 'INFO': 8}"
CHEM2011,18,"{'SWEN': 8, 'COMP': 3, 'INFO': 7}"
CHEM2310,36,"{'SWEN': 13, 'COMP': 10, 'INFO': 13}"
PHYS1411,35,"{'SWEN': 8, 'COMP': 10, 'INFO': 17}"
GEOL1102,30,"{'SWEN': 6, 'COMP': 8, 'INFO': 16}"
COMP3912,24,"{'SWEN': 7, 'COMP': 6, 'INFO': 11}"
GEOL1102,20,"{'SWEN': 7, 'COMP': 3, 'INFO': 10}"
MATH1141,26,"{'SWEN': 7, 'COMP': 3, 'INFO': 16}"
COMP3911,19,"{'SWEN': 4, 'COMP': 4, 'INFO': 11}"
CHEM3110,9,"{'SWEN': 4, 'COMP': 4, 'INFO': 1}"
COMP3801,20,"{'SWEN': 5, 'COMP': 5, 'INFO': 10}"
MATH2401,24,"{'SWEN': 4, 'COMP': 6, 'INFO': 14}"
ELET3405,14,"{'SWEN': 5, 'COMP': 3, 'INFO': 6}"
COMP3191,17,"{'SWEN': 6, 'COMP': 4, 'INFO': 7}"
CHEM2210,14,"{'SWEN': 3, 'COMP': 1, 'INFO': 10}"
GEOL2202,25,"{'SWEN': 7, 'COMP': 7, 'INFO': 11}"
CHEM2010,28,"{'SWEN': 7, 'COMP': 3, 'INFO': 18}"
GEOG1231,29,"{'SWEN': 4, 'COMP': 10, 'INFO': 15}"
COMP3911,25,"{'SWEN': 8, 'COMP': 7, 'INFO': 10}"
ELET2405,24,"{'SWEN': 3, 'COMP': 7, 'INFO': 14}"
GEOG3331,14,"{'SWEN': 4, 'COMP': 4, 'INFO': 6}"
CHEM2011,32,"{'SWEN': 6, 'COMP': 13, 'INFO': 13}"
GEOG3331,10,"{'SWEN': 3, 'COMP': 2, 'INFO': 5}"
BIOC3013,12,"{'SWEN': 7, 'COMP': 5, 'INFO': 0}"
MATH3401,19,"{'SWEN': 6, 'COMP': 2, 'INFO': 11}"
GEOG2233,18,"{'SWEN': 5, 'COMP': 2, 'INFO': 11}"
GEOL3002,9,"{'SWEN': 2, 'COMP': 0, 'INFO': 7}"
COMP3652,15,"{'SWEN': 4, 'COMP': 3, 'INFO': 8}"
ELET3211,10,"{'SWEN': 3, 'COMP': 3, 'INFO': 4}"
COMP3410,14,"{'SWEN': 1, 'COMP': 1, 'INFO': 12}"
PHYS2296,29,"{'SWEN': 6, 'COMP': 4, 'INFO': 19}"
MATH3404,18,"{'SWEN': 2, 'COMP': 3, 'INFO': 13}"
ELET2210,23,"{'SWEN': 4, 'COMP': 3, 'INFO': 16}"
ELET2410,42,"{'SWEN': 13, 'COMP': 9, 'INFO': 20}"
MATH2403,31,"{'SWEN': 8, 'COMP': 5, 'INFO': 18}"
GEOG2232,44,"{'SWEN': 14, 'COMP': 8, 'INFO': 22}"
PHYS3565,11,"{'SWEN': 4, 'COMP': 3, 'INFO': 4}"
PHYS3341,17,"{'SWEN': 2, 'COMP': 1, 'INFO': 14}"
CHEM2311,23,"{'SWEN': 6, 'COMP': 6, 'INFO': 11}"
BIOL2312,30,"{'SWEN': 7, 'COMP': 11, 'INFO': 12}"
CHEM3011,9,"{'SWEN': 3, 'COMP': 3, 'INFO': 3}"
BIOC3014,18,"{'SWEN': 4, 'COMP': 5, 'INFO': 9}"
COMP2802,35,"{'SWEN': 12, 'COMP': 6, 'INFO': 17}"
GEOL2201,34,"{'SWEN': 8, 'COMP': 8, 'INFO': 18}"
MATH2403,26,"{'SWEN': 8, 'COMP': 6, 'INFO': 12}"
GEOL1103,27,"{'SWEN': 9, 'COMP': 6, 'INFO': 12}"
PHYS1422,21,"{'SWEN': 2, 'COMP': 3, 'INFO': 16}"
MATH1151,26,"{'SWEN': 5, 'COMP': 7, 'INFO': 14}"
MATH3402,13,"{'SWEN': 5, 'COMP': 3, 'INFO': 5}"
PHYS3565,18,"{'SWEN': 3, 'COMP': 8, 'INFO': 7}"
GEOL1104,29,"{'SWEN': 7, 'COMP': 3, 'INFO': 19}"
GEOG1232,30,"{'SWEN': 9, 'COMP': 10, 'INFO': 11}"
GEOG2332,25,"{'SWEN': 8, 'COMP': 2, 'INFO': 15}"
ELET1400,24,"{'SWEN': 8, 'COMP': 4, 'INFO': 12}"
ELET1405,23,"{'SWEN': 3, 'COMP': 6, 'INFO': 14}"
ELET1400,31,"{'SWEN': 6, 'COMP': 7, 'INFO': 18}"
GEOG3333,17,"{'SWEN': 5, 'COMP': 2, 'INFO': 10}"
GEOG2332,25,"{'SWEN': 8, 'COMP': 5, 'INFO': 12}"
ELET2420,29,"{'SWEN': 12, 'COMP': 6, 'INFO': 11}"
GEOG1232,23,"{'SWEN': 5, 'COMP': 9, 'INFO': 9}"
PHYS1422,28,"{'SWEN': 10, 'COMP': 8, 'INFO': 10}"
GEOL1103,20,"{'SWEN': 6, 'COMP': 4, 'INFO': 10}"
ELET1405,25,"{'SWEN': 7, 'COMP': 8, 'INFO': 10}"
CHEM1902,23,"{'SWEN': 4, 'COMP': 5, 'INFO': 14}"
GEOG1132,24,"{'SWEN': 4, 'COMP': 10, 'INFO': 10}"
CHEM2110,33,"{'SWEN': 9, 'COMP': 7, 'INFO': 17}"
MATH3424,13,"{'SWEN': 3, 'COMP': 2, 'INFO': 8}"
CHEM3011,23,"{'SWEN': 7, 'COMP': 4, 'INFO': 12}"
ELET2420,18,"{'SWEN': 5, 'COMP': 6, 'INFO': 7}"
ELET2415,22,"{'SWEN': 7, 'COMP': 5, 'INFO': 10}"
PHYS2200,33,"{'SWEN': 9, 'COMP': 7, 'INFO': 17}"
MATH2411,16,"{'SWEN': 3, 'COMP': 2, 'INFO': 11}"
BIOC3014,17,"{'SWEN': 4, 'COMP': 4, 'INFO': 9}"
COMP3162,21,"{'SWEN': 10, 'COMP': 5, 'INFO': 6}"
MICR2211,18,"{'SWEN': 5, 'COMP': 2, 'INFO': 11}"
MATH1152,34,"{'SWEN': 6, 'COMP': 12, 'INFO': 16}"
PHYS2200,19,"{'SWEN': 6, 'COMP': 6, 'INFO': 7}"
COMP3702,25,"{'SWEN': 7, 'COMP': 4, 'INFO': 14}"
PHYS2561,36,"{'SWEN': 10, 'COMP': 6, 'INFO': 20}"
GEOL2203,21,"{'SWEN': 4, 'COMP': 3, 'INFO': 14}"
GEOL2201,19,"{'SWEN': 6, 'COMP': 3, 'INFO': 10}"
MATH3424,17,"{'SWEN': 6, 'COMP': 4, 'INFO': 7}"
COMP2802,16,"{'SWEN': 8, 'COMP': 2, 'INFO': 6}"
CHEM2111,35,"{'SWEN': 15, 'COMP': 6, 'INFO': 14}"
ELET2410,19,"{'SWEN': 6, 'COMP': 5, 'INFO': 8}"
PHYS2296,14,"{'SWEN': 5, 'COMP': 3, 'INFO': 6}"
PHYS1421,25,"{'SWEN': 5, 'COMP': 7, 'INFO': 13}"
CHEM3010,10,"{'SWEN': 7, 'COMP': 1, 'INFO': 2}"
COMP3410,13,"{'SWEN': 4, 'COMP': 1, 'INFO': 8}"
COMP3702,11,"{'SWEN': 0, 'COMP': 5, 'INFO': 6}"
BIOC3011,14,"{'SWEN': 2, 'COMP': 7, 'INFO': 5}"
ELET2415,20,"{'SWEN': 7, 'COMP': 4, 'INFO': 9}"
PHYS3351,11,"{'SWEN': 1, 'COMP': 7, 'INFO': 3}"
MATH1151,23,"{'SWEN': 5, 'COMP': 4, 'INFO': 14}"
PHYS2561,21,"{'SWEN': 5, 'COMP': 7, 'INFO': 9}"
CHEM1902,31,"{'SWEN': 10, 'COMP': 7, 'INFO': 14}"
PHYS1421,29,"{'SWEN': 6, 'COMP': 10, 'INFO': 13}"
COMP3192,12,"{'SWEN': 7, 'COMP': 2, 'INFO': 3}"
PHYS3351,32,"{'SWEN': 12, 'COMP': 3, 'INFO': 17}"
PHYS3300,11,"{'SWEN': 1, 'COMP': 3, 'INFO': 7}"
MATH2411,32,"{'SWEN': 11, 'COMP': 7, 'INFO': 14}"
GEOG3132,19,"{'SWEN': 5, 'COMP': 3, 'INFO': 11}"
CHEM2311,19,"{'SWEN': 5, 'COMP': 3, 'INFO': 11}"
PHYS3300,14,"{'SWEN': 5, 'COMP': 2, 'INFO': 7}"
CHEM3010,16,"{'SWEN': 4, 'COMP': 3, 'INFO': 9}"
GEOL1104,23,"{'SWEN': 4, 'COMP': 4, 'INFO': 15}"
BIOL2312,25,"{'SWEN': 7, 'COMP': 3, 'INFO': 15}"
COMP3162,11,"{'SWEN': 2, 'COMP': 2, 'INFO': 7}"
MATH2407,33,"{'SWEN': 5, 'COMP': 13, 'INFO': 15}"
MATH3403,8,"{'SWEN': 3, 'COMP': 0, 'INFO': 5}"
GEOG2232,15,"{'SWEN': 6, 'COMP': 3, 'INFO': 6}"
GEOL2203,19,"{'SWEN': 8, 'COMP': 1, 'INFO': 10}"
MATH2407,20,"{'SWEN': 4, 'COMP': 2, 'INFO': 14}"
MICR2211,36,"{'SWEN': 11, 'COMP': 7, 'INFO': 18}"
GEOG3132,16,"{'SWEN': 6, 'COMP': 2, 'INFO': 8}"
MATH3403,21,"{'SWEN': 5, 'COMP': 7, 'INFO': 9}"
COMP3192,24,"{'SWEN': 7, 'COMP': 6, 'INFO': 11}"
MATH3404,8,"{'SWEN': 3, 'COMP': 1, 'INFO': 4}"
ELET2210,33,"{'SWEN': 8, 'COMP': 11, 'INFO': 14}"
CHEM2111,25,"{'SWEN': 3, 'COMP': 8, 'INFO': 14}"
BIOC3011,14,"{'SWEN': 2, 'COMP': 7, 'INFO': 5}"
MATH1152,32,"{'SWEN': 8, 'COMP': 8, 'INFO': 16}"
CHEM2110,18,"{'SWEN': 7, 'COMP': 5, 'INFO': 6}"
GEOG3333,9,"{'SWEN': 1, 'COMP': 3, 'INFO': 5}"
MATH3402,14,"{'SWEN': 1, 'COMP': 3, 'INFO': 10}"
GEOG1132,23,"{'SWEN': 1, 'COMP': 7, 'INFO': 15}"
PHYS3341,9,"{'SWEN': 3, 'COMP': 1, 'INFO': 5}"
